Image Path,Top Prediction,Good,Blurred,Empty
/home/myra/DeepLearning/dataset_orig/good/001024000_1.jpeg,BLURRED,2.59483698528129e-07,0.9999997615814209,2.8737458593330878e-11
/home/myra/DeepLearning/dataset_orig/good/001024000_2.jpeg,GOOD,1.0,8.1724868967322685e-22,0.0
/home/myra/DeepLearning/dataset_orig/good/002001000_1.jpeg,BLURRED,0.13195925951004028,0.8668772578239441,0.0011634560069069266
/home/myra/DeepLearning/dataset_orig/good/002001000_2.jpeg,GOOD,1.0,3.126446042160669e-14,7.705578527991181e-34
/home/myra/DeepLearning/dataset_orig/good/002001000_3.jpeg,BLURRED,1.8239485655158205e-07,0.9999997615814209,1.6450677625678978e-11
/home/myra/DeepLearning/dataset_orig/good/002001000_4.jpeg,GOOD,1.0,2.0281860873660584e-15,1.1594330041358279e-36
/home/myra/DeepLearning/dataset_orig/good/002001000_5.jpeg,BLURRED,1.4440531685977476e-06,0.9999985694885254,4.4594133941089353e-10
/home/myra/DeepLearning/dataset_orig/good/002001000_6.jpeg,GOOD,1.0,2.2877113999294297e-32,0.0
/home/myra/DeepLearning/dataset_orig/good/002001000_7.jpeg,BLURRED,4.867071311309701e-06,0.9999951124191284,3.0836673214906796e-09
/home/myra/DeepLearning/dataset_orig/good/002001000_8.jpeg,GOOD,1.0,3.715917330782137e-12,6.613538706585042e-29
/home/myra/DeepLearning/dataset_orig/good/002004000_1.jpeg,BLURRED,3.232894698612654e-07,0.9999996423721313,4.088374777611037e-11
/home/myra/DeepLearning/dataset_orig/good/002004000_2.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/002004000_3.jpeg,BLURRED,3.3788410291890614e-08,1.0,1.0123335546577406e-12
/home/myra/DeepLearning/dataset_orig/good/002004000_4.jpeg,GOOD,1.0,6.30639792901979e-22,0.0
/home/myra/DeepLearning/dataset_orig/good/002004000_5.jpeg,BLURRED,2.593856152088847e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/002004000_6.jpeg,GOOD,1.0,4.8790627313918e-23,0.0
/home/myra/DeepLearning/dataset_orig/good/002004000_7.jpeg,BLURRED,3.7433618871318686e-08,1.0,1.276433277651312e-12
/home/myra/DeepLearning/dataset_orig/good/002004000_8.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/002007000_1.jpeg,BLURRED,1.9922566707464284e-07,0.9999997615814209,1.8739666068912086e-11
/home/myra/DeepLearning/dataset_orig/good/002007000_2.jpeg,GOOD,1.0,3.5423331943293644e-23,0.0
/home/myra/DeepLearning/dataset_orig/good/002007000_3.jpeg,BLURRED,0.00029028370045125484,0.9997079968452454,1.6686020671841106e-06
/home/myra/DeepLearning/dataset_orig/good/002007000_4.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/002007000_5.jpeg,BLURRED,2.679525152871065e-07,0.9999997615814209,3.026839889841426e-11
/home/myra/DeepLearning/dataset_orig/good/002007000_6.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/002007000_7.jpeg,BLURRED,1.132544980464445e-06,0.9999988079071045,3.0342198198418657e-10
/home/myra/DeepLearning/dataset_orig/good/002007000_8.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/002018000_1.jpeg,BLURRED,1.34600913952454e-05,0.9999865293502808,1.505030589044054e-08
/home/myra/DeepLearning/dataset_orig/good/002018000_2.jpeg,GOOD,1.0,2.131484254758691e-27,0.0
/home/myra/DeepLearning/dataset_orig/good/002018000_3.jpeg,BLURRED,1.848507849899761e-06,0.9999980926513672,6.581888922774226e-10
/home/myra/DeepLearning/dataset_orig/good/002018000_4.jpeg,GOOD,1.0,7.437336703220967e-28,0.0
/home/myra/DeepLearning/dataset_orig/good/002018000_5.jpeg,BLURRED,2.593856152088847e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/002018000_6.jpeg,GOOD,1.0,1.2145675973117513e-25,0.0
/home/myra/DeepLearning/dataset_orig/good/002018000_7.jpeg,BLURRED,0.0008954008226282895,0.9990953207015991,9.258956197299995e-06
/home/myra/DeepLearning/dataset_orig/good/002018000_8.jpeg,GOOD,1.0,2.4514323904156754e-09,3.3430854836790276e-22
/home/myra/DeepLearning/dataset_orig/good/002021000_1.jpeg,BLURRED,0.00026241599698551,0.9997361302375793,1.4244945987229585e-06
/home/myra/DeepLearning/dataset_orig/good/002021000_2.jpeg,GOOD,1.0,1.970533518934272e-27,0.0
/home/myra/DeepLearning/dataset_orig/good/002021000_3.jpeg,BLURRED,1.5785185496497434e-06,0.9999984502792358,5.132204661251194e-10
/home/myra/DeepLearning/dataset_orig/good/002021000_4.jpeg,GOOD,1.0,1.2533017971962795e-13,2.0911052677769988e-32
/home/myra/DeepLearning/dataset_orig/good/002021000_5.jpeg,BLURRED,1.4466694437942351e-06,0.9999985694885254,4.472181791559393e-10
/home/myra/DeepLearning/dataset_orig/good/002021000_6.jpeg,GOOD,1.0,5.927070468710485e-29,0.0
/home/myra/DeepLearning/dataset_orig/good/002021000_7.jpeg,BLURRED,1.7745479397035524e-07,0.9999998807907104,1.615602096549651e-11
/home/myra/DeepLearning/dataset_orig/good/002021000_8.jpeg,GOOD,1.0,7.395953090947952e-26,0.0
/home/myra/DeepLearning/dataset_orig/good/003007000_1.jpeg,BLURRED,0.0,1.0,0.0
/home/myra/DeepLearning/dataset_orig/good/003007000_2.jpeg,GOOD,1.0,9.734152088079242e-34,0.0
/home/myra/DeepLearning/dataset_orig/good/003007000_3.jpeg,BLURRED,7.254737397488498e-07,0.9999992847442627,1.486523820704022e-10
/home/myra/DeepLearning/dataset_orig/good/003007000_4.jpeg,GOOD,1.0,4.929331352893223e-38,0.0
/home/myra/DeepLearning/dataset_orig/good/003007000_5.jpeg,BLURRED,4.815012787017458e-16,1.0,2.184898188429321e-25
/home/myra/DeepLearning/dataset_orig/good/003007000_6.jpeg,GOOD,1.0,6.212013041121504e-37,0.0
/home/myra/DeepLearning/dataset_orig/good/003007000_7.jpeg,BLURRED,0.0009246991248801351,0.9990656971931458,9.703016075945925e-06
/home/myra/DeepLearning/dataset_orig/good/003007000_8.jpeg,GOOD,1.0,1.108762047481339e-24,0.0
/home/myra/DeepLearning/dataset_orig/good/003008000_1.jpeg,BLURRED,1.8002833598873558e-11,1.0,4.106273866813795e-18
/home/myra/DeepLearning/dataset_orig/good/003008000_2.jpeg,GOOD,1.0,9.398006014337548e-38,0.0
/home/myra/DeepLearning/dataset_orig/good/003008000_3.jpeg,BLURRED,6.938963537095333e-08,0.9999998807907104,5.49291124737894e-12
/home/myra/DeepLearning/dataset_orig/good/003008000_4.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/003008000_5.jpeg,BLURRED,5.778103968623327e-07,0.9999994039535522,1.03329129974572e-10
/home/myra/DeepLearning/dataset_orig/good/003008000_6.jpeg,GOOD,1.0,8.865316846408634e-33,0.0
/home/myra/DeepLearning/dataset_orig/good/003008000_7.jpeg,BLURRED,5.2246420523260895e-09,1.0,4.3480068043178985e-14
/home/myra/DeepLearning/dataset_orig/good/003008000_8.jpeg,GOOD,1.0,9.85324459417382e-21,0.0
/home/myra/DeepLearning/dataset_orig/good/003014000_1.jpeg,BLURRED,3.3548531064298004e-07,0.9999996423721313,4.336094677759306e-11
/home/myra/DeepLearning/dataset_orig/good/003014000_2.jpeg,GOOD,1.0,4.699447428424541e-12,1.1563104033874893e-28
/home/myra/DeepLearning/dataset_orig/good/003014000_3.jpeg,BLURRED,2.2852493941627472e-07,0.9999997615814209,2.3401650409149433e-11
/home/myra/DeepLearning/dataset_orig/good/003014000_4.jpeg,GOOD,1.0,6.963542631410746e-09,3.9895987230940894e-21
/home/myra/DeepLearning/dataset_orig/good/003014000_5.jpeg,BLURRED,0.00019902459462173283,0.9998000264167786,9.268329108635953e-07
/home/myra/DeepLearning/dataset_orig/good/003014000_6.jpeg,GOOD,0.9999721050262451,2.7865789888892323e-05,1.5401345563464952e-12
/home/myra/DeepLearning/dataset_orig/good/003014000_7.jpeg,BLURRED,1.124051141232485e-05,0.9999887943267822,1.141948757776845e-08
/home/myra/DeepLearning/dataset_orig/good/003014000_8.jpeg,GOOD,1.0,1.1154694672911109e-16,0.0
/home/myra/DeepLearning/dataset_orig/good/004002000_1.jpeg,BLURRED,1.2404162816892494e-06,0.9999988079071045,3.506094581329222e-10
/home/myra/DeepLearning/dataset_orig/good/004002000_2.jpeg,GOOD,1.0,4.7525855251251414e-08,3.8367927438083736e-19
/home/myra/DeepLearning/dataset_orig/good/004002000_3.jpeg,BLURRED,5.435558847466382e-08,1.0,4.5320431435458275e-12
/home/myra/DeepLearning/dataset_orig/good/004002000_4.jpeg,GOOD,1.0,1.825546160229676e-15,9.03105067597786e-37
/home/myra/DeepLearning/dataset_orig/good/004002000_5.jpeg,BLURRED,1.5298188372980803e-05,0.9999847412109375,1.8365325260560894e-08
/home/myra/DeepLearning/dataset_orig/good/004002000_6.jpeg,GOOD,1.0,2.4432093501114416e-11,5.838570641462613e-27
/home/myra/DeepLearning/dataset_orig/good/004002000_7.jpeg,BLURRED,1.5019823607076432e-08,1.0,3.482566340341775e-13
/home/myra/DeepLearning/dataset_orig/good/004002000_8.jpeg,GOOD,1.0,1.6178731302334837e-17,0.0
/home/myra/DeepLearning/dataset_orig/good/004007000_1.jpeg,BLURRED,2.593856152088847e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/004007000_2.jpeg,GOOD,1.0,8.341793360170506e-20,0.0
/home/myra/DeepLearning/dataset_orig/good/004007000_3.jpeg,BLURRED,5.541835434996756e-08,1.0,2.2983140997995255e-12
/home/myra/DeepLearning/dataset_orig/good/004007000_4.jpeg,GOOD,1.0,1.5461187197579313e-33,0.0
/home/myra/DeepLearning/dataset_orig/good/004007000_5.jpeg,BLURRED,8.034619895624928e-06,0.9999920129776001,6.796341711634568e-09
/home/myra/DeepLearning/dataset_orig/good/004007000_6.jpeg,GOOD,1.0,1.2384981108495814e-19,0.0
/home/myra/DeepLearning/dataset_orig/good/004007000_7.jpeg,BLURRED,8.418435726298412e-08,0.9999998807907104,4.571797367763919e-12
/home/myra/DeepLearning/dataset_orig/good/004007000_8.jpeg,GOOD,1.0,2.5105495397289906e-15,1.9239012695785133e-36
/home/myra/DeepLearning/dataset_orig/good/004008000_1.jpeg,GOOD,0.9252168536186218,0.0746033564209938,0.00017980064149014652
/home/myra/DeepLearning/dataset_orig/good/004008000_2.jpeg,GOOD,0.9999997615814209,2.1458146193253924e-07,1.3843680669617058e-17
/home/myra/DeepLearning/dataset_orig/good/004008000_3.jpeg,BLURRED,0.08671453595161438,0.9123830199241638,0.0009024213068187237
/home/myra/DeepLearning/dataset_orig/good/004008000_4.jpeg,GOOD,1.0,9.49646330132949e-15,4.535804516822371e-35
/home/myra/DeepLearning/dataset_orig/good/004008000_5.jpeg,BLURRED,0.0003614668676164001,0.999636173248291,2.352111550862901e-06
/home/myra/DeepLearning/dataset_orig/good/004008000_6.jpeg,GOOD,1.0,1.0419608426938398e-13,1.3480298851529304e-32
/home/myra/DeepLearning/dataset_orig/good/004008000_7.jpeg,BLURRED,0.0010383587796241045,0.9989500641822815,1.1499230822664686e-05
/home/myra/DeepLearning/dataset_orig/good/004008000_8.jpeg,GOOD,1.0,1.5195421631240074e-27,0.0
/home/myra/DeepLearning/dataset_orig/good/004009000_1.jpeg,BLURRED,2.593856152088847e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/004009000_2.jpeg,GOOD,1.0,1.8628931928328776e-16,0.0
/home/myra/DeepLearning/dataset_orig/good/004009000_3.jpeg,BLURRED,2.593856152088847e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/004009000_4.jpeg,GOOD,1.0,2.2682892163508696e-17,0.0
/home/myra/DeepLearning/dataset_orig/good/004009000_5.jpeg,BLURRED,5.81677062072572e-09,1.0,6.248185969266393e-14
/home/myra/DeepLearning/dataset_orig/good/004009000_6.jpeg,GOOD,1.0,9.855938026842354e-31,0.0
/home/myra/DeepLearning/dataset_orig/good/004009000_7.jpeg,BLURRED,4.07610696129268e-06,0.9999959468841553,2.3193931220077957e-09
/home/myra/DeepLearning/dataset_orig/good/004009000_8.jpeg,GOOD,0.9999895095825195,1.0486392056918703e-05,1.4966351183538784e-13
/home/myra/DeepLearning/dataset_orig/good/004013000_1.jpeg,BLURRED,1.0455153187649557e-07,0.9999998807907104,6.5227185631899776e-12
/home/myra/DeepLearning/dataset_orig/good/004013000_2.jpeg,GOOD,1.0,2.8251629873276554e-16,0.0
/home/myra/DeepLearning/dataset_orig/good/004013000_3.jpeg,BLURRED,1.1192266811121954e-06,0.999998927116394,2.977730007014401e-10
/home/myra/DeepLearning/dataset_orig/good/004013000_4.jpeg,GOOD,0.9999979734420776,2.0802085600735154e-06,3.1318213132439446e-15
/home/myra/DeepLearning/dataset_orig/good/004013000_5.jpeg,BLURRED,0.00445158826187253,0.9954611659049988,8.72581367730163e-05
/home/myra/DeepLearning/dataset_orig/good/004013000_6.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/004013000_7.jpeg,BLURRED,4.3859017750946805e-07,0.9999995231628418,6.65201574379104e-11
/home/myra/DeepLearning/dataset_orig/good/004013000_8.jpeg,GOOD,1.0,2.6556693142138667e-29,0.0
/home/myra/DeepLearning/dataset_orig/good/004015000_1.jpeg,BLURRED,0.00016871775733307004,0.9998304843902588,7.199104175015236e-07
/home/myra/DeepLearning/dataset_orig/good/004015000_2.jpeg,GOOD,1.0,2.712072753874306e-11,7.484585927732608e-27
/home/myra/DeepLearning/dataset_orig/good/004015000_3.jpeg,BLURRED,0.14825792610645294,0.8504989743232727,0.0012431308859959245
/home/myra/DeepLearning/dataset_orig/good/004015000_4.jpeg,GOOD,1.0,3.814708694326735e-13,2.948674681791921e-31
/home/myra/DeepLearning/dataset_orig/good/004015000_5.jpeg,BLURRED,2.593856152088847e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/004015000_6.jpeg,GOOD,1.0,1.2989290065173883e-29,0.0
/home/myra/DeepLearning/dataset_orig/good/004015000_7.jpeg,BLURRED,4.766413621837273e-05,0.9999521970748901,1.0518540705106716e-07
/home/myra/DeepLearning/dataset_orig/good/004015000_8.jpeg,GOOD,1.0,8.528349268459933e-35,0.0
/home/myra/DeepLearning/dataset_orig/good/004020000_1.jpeg,BLURRED,0.003945577424019575,0.995979905128479,7.462140638381243e-05
/home/myra/DeepLearning/dataset_orig/good/004020000_2.jpeg,GOOD,1.0,5.0853401757601155e-15,1.028232186676473e-35
/home/myra/DeepLearning/dataset_orig/good/004020000_3.jpeg,BLURRED,2.6942512704408728e-05,0.9999730587005615,4.361500316463207e-08
/home/myra/DeepLearning/dataset_orig/good/004020000_4.jpeg,GOOD,1.0,1.5577024240311064e-20,0.0
/home/myra/DeepLearning/dataset_orig/good/004020000_5.jpeg,BLURRED,0.0001989530719583854,0.9998001456260681,9.263169999940146e-07
/home/myra/DeepLearning/dataset_orig/good/004020000_6.jpeg,GOOD,1.0,1.417452462506132e-16,0.0
/home/myra/DeepLearning/dataset_orig/good/004020000_7.jpeg,BLURRED,0.0008630251395516098,0.9991281628608704,8.775910828262568e-06
/home/myra/DeepLearning/dataset_orig/good/004020000_8.jpeg,GOOD,1.0,9.779893900991283e-19,0.0
/home/myra/DeepLearning/dataset_orig/good/006002000_1.jpeg,BLURRED,1.7958660691874684e-07,0.9999997615814209,1.7605998256509103e-11
/home/myra/DeepLearning/dataset_orig/good/006002000_2.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006002000_3.jpeg,BLURRED,1.704761842802327e-07,0.9999998807907104,1.3286691191716216e-11
/home/myra/DeepLearning/dataset_orig/good/006002000_4.jpeg,GOOD,1.0,3.0263534733787623e-12,4.0589072883723753e-29
/home/myra/DeepLearning/dataset_orig/good/006002000_5.jpeg,BLURRED,1.7517675132694421e-07,0.9999998807907104,2.5892598828902713e-11
/home/myra/DeepLearning/dataset_orig/good/006002000_6.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006002000_7.jpeg,BLURRED,4.430049926895663e-08,1.0,1.580995967823129e-12
/home/myra/DeepLearning/dataset_orig/good/006002000_8.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006003000_1.jpeg,BLURRED,3.838132158762164e-07,0.9999996423721313,9.912174553372566e-11
/home/myra/DeepLearning/dataset_orig/good/006003000_2.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006003000_3.jpeg,BLURRED,1.2014659489523183e-07,0.9999998807907104,2.0175257298138405e-11
/home/myra/DeepLearning/dataset_orig/good/006003000_4.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006003000_5.jpeg,BLURRED,2.5762844302334997e-07,0.9999997615814209,4.056752850312151e-11
/home/myra/DeepLearning/dataset_orig/good/006003000_6.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006003000_7.jpeg,BLURRED,1.3684178234996125e-09,1.0,8.582284358280446e-15
/home/myra/DeepLearning/dataset_orig/good/006003000_8.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006012000_1.jpeg,BLURRED,4.6533878617083246e-07,0.9999995231628418,7.313408906250984e-11
/home/myra/DeepLearning/dataset_orig/good/006012000_2.jpeg,GOOD,1.0,0.0,0.0
/home/myra/DeepLearning/dataset_orig/good/006012000_3.jpeg,BLURRED,6.103127248024975e-08,0.9999998807907104,2.906887187556495e-12
/home/myra/DeepLearning/dataset_orig/good/006012000_4.jpeg,GOOD,1.0,2.1322798127859643e-13,7.396325653820214e-32
/home/myra/DeepLearning/dataset_orig/good/006012000_5.jpeg,BLURRED,2.5938511782896967e-08,1.0,6.523886791030831e-13
/home/myra/DeepLearning/dataset_orig/good/006012000_6.jpeg,GOOD,1.0,4.610936163100738e-38,0.0
/home/myra/DeepLearning/dataset_orig/good/006012000_7.jpeg,BLURRED,8.837567975206184e-07,0.9999991655349731,2.0405169220971686e-10
/home/myra/DeepLearning/dataset_orig/good/006012000_8.jpeg,GOOD,1.0,0.0,0.0
